"Frequency / Hz","Am1:Measured current","Am1:Measured current"
10,44.964857658334367,23.8617836327678
10.249817206890787,45.004900486695966,24.385267869225423
10.505875277467448,45.04663283265289,24.917069567627436
10.768330119243442,45.090111861767568,25.457120792617754
11.037341534570178,45.13539552932631,26.005339846855485
11.313073317936778,45.182542510603874,26.561630758549192
11.595693355700543,45.231612105834586,27.125882872058227
11.885373728308869,45.282664170168509,27.697970365781696
12.182290815074795,45.335759012707115,28.277751904643988
12.486625401570123,45.390957268939971,28.865070386950691
12.798562789701306,45.448319835836429,29.459752533047002
13.11829291053526,45.507907725938566,30.061608795393685
13.446010439943782,45.569781987410877,30.670433058671115
13.781914917136895,45.634003548168629,31.286002693674668
14.126210866157457,45.700633133945317,31.908078388329443
14.479107920410833,45.769731122843289,32.53640428878095
14.840820950305572,45.841357433621184,33.170708092884901
15.211570194082734,45.915571428202966,33.810701158552099
15.591581391913625,45.992431754006148,34.456078959483882
15.98108592334745,46.071996274290896,35.106521269566215
16.380320948192686,46.154321931158663,35.761692736311176
16.789529550917909,46.239464660963691,36.421243348357542
17.208960888659977,46.327479305699775,37.084809029857226
17.63887034292976,46.418419517272028,37.752012395895783
18.079519675107708,46.512337698310816,38.422463465870855
18.53117718582396,46.609284937002862,39.09576054759453
18.994117878320044,46.709310968896141,39.771491122552568
19.468623625891674,46.812464150119133,40.449232813059169
19.954983343514499,46.918791441970562,41.128554443599846
20.4534931637574,47.028338416116718,41.809017141566741
20.96445661709037,47.141149297644951,42.490175379633442
21.48818481669684,47.257266993423777,43.171578247293056
22.024996647902867,47.376733181140452,43.852770535811807
22.575218962338671,47.499588398793307,44.533293963112072
23.139186776950623,47.625872158673381,45.212688401342866
23.71724347798483,47.755623100030853,45.890493021697232
24.309741030066721,47.888879156641515,46.566247484377534
24.917040190503688,48.025677752328299,47.239493094359069
25.539510728941401,48.166056036364097,47.909773838057724
26.177531652507547,48.310051122235642,48.576637532536829
26.831491436580023,48.45770038355144,49.239636727231371
27.501788261320076,48.609041761769738,49.89832965323923
28.18883025411456,48.764114105368648,50.552281084000249
28.893035738074719,48.922957551006057,51.201063033239926
29.614833486742871,49.085613923378901,51.844255450812817
30.35466298516226,49.25212717962183,52.481446727720844
31.112974697468704,49.422543877852256,53.112234163154348
31.890230341167243,49.596913693828796,53.736224232571715
32.68690316826067,49.775289964275899,54.353032799101847
33.50347825340112,49.95773027914035,54.962285142656746
34.340452789240231,50.144297114146745,55.563615865257567
35.198336389157525,50.335058513421757,56.156668625713102
36.077651397551719,50.530088817802856,56.74109577030859
36.978933207883308,50.729469458240246,57.31655772612735
37.902730588662749,50.933289805526051,57.882722273818764
38.849606017582126,51.14164809368976,58.439263608581712
39.820136023994117,51.354652421786859,58.985861199063365
40.814911539946664,51.572421842772009,59.522198453314616
41.83453825998707,51.795087555941429,60.047961121335561
42.879637009954664,52.02279421299486,60.562835454379687
43.950844124986439,52.255701356443183,61.066506070082738
45.048811836966117,52.493985008141962,61.558653506278638
46.174208671652067,52.737839435300728,62.038951382522264
47.327719855726521,52.987479115479857,62.507063168165104
48.510047734013249,53.24314093905236,62.962638441911217
49.72191219711825,53.50508668462713,63.405308588484786
50.964051119753556,53.773605814888086,63.83468182118709
52.237220810011173,54.049018649673442,64.250337395195203
53.542196469860635,54.331679982343182,64.651818867817639
54.879772667150469,54.621983221808385,65.038626185272946
56.250763819401392,54.920365158791718,65.410206358960451
57.65600468968502,55.227311478524314,65.765942394221696
59.096350894890946,55.543363167582463,66.105140077711368
60.572679426690904,55.869124000994823,66.427012075839002
62.085889185517608,56.205269338158182,66.730658676332524
63.636901527883303,56.552556516287666,67.01504427661375
65.226660827371305,56.911837205260042,67.27896844359033
66.856135049642006,57.284072186948627,67.52102999304978
68.526316341803494,57.670349153869367,67.739581993266881
70.238221636505912,58.07190429658214,67.93267486581145
71.992893271126718,58.490148686369061,68.097983687618765
73.791399622424663,58.926700781107499,68.232714291222706
75.634835757048265,59.383426826357038,68.33348053965851
77.524324098295196,59.862491543025882,68.396141866421473
79.461015109528432,60.366422367671206,68.415585204283559
81.446087994665334,60.89819176440507,68.385427781136997
83.480751416166243,61.461323945644068,68.297605226441391
85.566244230959327,62.060035017399031,68.141790048057544
87.703836244750661,62.699419563411553,67.904553491816927
89.894828985177767,63.385702730624907,67.568129279210439
92.140556494277988,64.126586120731972,67.108541924905666
94.442386140754323,64.931729958545802,66.492687947313016
96.80171945253278,65.813435468106945,65.673627795729345
99.219992970118511,66.787622274291209,64.582691445698259
101.69867912127037,67.875232809605293,63.115637067609427
104.2392871175263,69.104207631482396,61.107106947600322
106.84336387312493,70.512001111571522,58.280681470858418
109.51249494688506,72.147497804628117,54.145063619173357
112.24830550761219,74.065643837501071,47.76734261447077
115.05246132362585,76.281760409180151,37.291560786617062
117.92666977700371,78.547971319917622,19.346682799583228
120.87268090316606,79.783181547820845,-8.3037803210363688
123.89228845642909,78.798013675712482,-36.898991175210789
126.98733100217838,76.568872726025162,-56.162251282590034
130.15969303632653,74.306458278510945,-67.439616769057736
133.41130613273614,72.332996227917747,-74.271317257044359
136.7441501193095,70.648488414661045,-78.691371227219307
140.1602542834554,69.198891105811981,-81.721376396973639
143.66169860767508,67.933823932989895,-83.894817956214723
147.25061503601063,66.814329268811235,-85.509223259253105
150.92918877213532,65.811310063160562,-86.741210415542682
154.69965960987005,64.902979915653987,-87.701400776146158
158.56432329693939,64.072804448295088,-88.462274543871501
162.52553293279649,63.308027858588439,-89.073153132206201
166.58570040136712,62.598646551276516,-89.568688966405063
170.74729783958881,61.936693378554573,-89.973900064498338
175.01285914263218,61.315732820000463,-90.307275875733353
179.3849815067307,60.730499594562168,-90.582760288220484
183.86632701054739,60.176635830788747,-90.811056394267851
188.45962423605172,59.650496919880041,-91.000508018797674
193.16766992988551,59.149005963782869,-91.157709422998167
197.99333070623408,58.669543130715319,-91.287935895814698
202.93954479223783,58.209860455031546,-91.395453587616728
208.00932381700611,57.768015442252938,-91.483746234585382
213.20575464532692,57.342318754417292,-91.555683610458175
218.5320012571805,56.931292566727507,-91.613648424044698
223.99130667421304,56.533637104065832,-91.659633126893681
229.58699493433002,56.148203514040986,-91.695314621805466
235.3224731156244,55.773971697097238,-91.722112532873496
241.20123341086219,55.410032050277835,-91.741235099099697
247.22685525379364,55.055570327355099,-91.753715649074906
253.40300749858349,54.709855000417456,-91.7604418327563
259.7334506536854,54.372226644462003,-91.762179231950043
266.22203917152666,54.042088969457993,-91.759590568823555
272.87272379538643,53.718901203095541,-91.753251438964696
279.68955396491123,53.402171587666132,-91.743663279962021
286.67668028171568,53.091451801339858,-91.731264123881672
293.83835703658582,52.786332150800192,-91.71643756288347
301.17894479981163,52.486437410612524,-91.699520263385068
308.70291307623199,52.191423207880632,-91.680808294790154
316.41484302660768,51.900972868471833,-91.660562484716806
324.31943025697677,51.6147946558727,-91.63901297021927
332.42148767769811,51.332619345447206,-91.616363081403946
340.72594843391005,51.054198086242465,-91.592792668573296
349.2378689092078,50.77930051034825,-91.568460963007411
357.96243180434675,50.50771305618737,-91.54350904531448
366.90494929286638,50.239237477206245,-91.518061982268208
376.07086625554138,49.973689511889447,-91.492230682371328
385.46576359563721,49.710897694549217,-91.466113511857145
395.0953616369863,49.450702289313796,-91.439797706358675
404.96552360695165,49.192954332330814,-91.413360606861715
415.08225920640751,48.93751476917447,-91.38687074488692
425.45172826889336,48.684253676312451,-91.360388797636574
436.08024451119314,48.433049557033456,-91.333968430168852
446.97427937759693,48.183788703367242,-91.307657040042486
458.14046598021037,47.93636461673276,-91.28149641675401
469.58560313769237,47.690677480957177,-91.255523326900132
481.31665951489077,47.446633682078769,-91.22977003467669
493.34077786589273,47.204145370076567,-91.20426476497417
505.66527938307081,46.963130058171139,-91.179032117001469
518.29766815478422,46.72351025598261,-91.154093433367322
531.24563573442731,46.485213133117512,-91.12946713063252
544.51706582363749,46.248170210370688,-91.105168995236681
558.12003907248027,46.012317075705766,-91.081212449164966
572.0628379995668,45.777593122888412,-91.057608788452214
586.35395203507369,45.543941310568144,-91.034367397628401
601.00208268975143,45.311307940031895,-91.011495942893447
616.01614885306208,45.079642449881447,-90.989000546019142
631.40529222367059,44.84889722627203,-90.966885941311759
647.17888287560913,44.619027427288742,-90.945155617127796
663.34652496347701,44.389990820313834,-90.923811944023427
679.91806257018629,44.161747631299697,-90.902856290213393
696.90358570077422,43.934260404996628,-90.882289126329795
714.31343642596846,43.707493875205799,-90.862110120022393
732.15821517921813,43.48141484439865,-90.842318221762625
750.44878721103976,43.255992071807086,-90.822911742583429
769.19628920460389,43.031196169529991,-90.803888424415035
788.41213605658913,42.806999505904379,-90.785245503932813
808.10802782743565,42.583376115777824,-90.766979770516357
828.29595686522214,42.360301617008631,-90.74908761864323
848.98821510752327,42.137753132968648,-90.731565095702166
870.19740156565899,41.915709220461821,-90.714407944989688
891.93642999593442,41.694149802831589,-90.697611645109362
914.21853676250691,41.473056107818998,-90.681171445326285
937.05728889668615,41.25241061000726,-90.66508239802674
960.46659235756863,41.032196977442155,-90.649339387788984
984.46070049903665,40.81240002222404,-90.633937157882286
1009.0542227482784,40.593005654934245,-90.618870334354071
1034.2621335011124,40.37400084254557,-90.604133447728813
1060.0997812395281,40.155373569717689,-90.589720952645081
1086.5828978770076,39.937112803314484,-90.575627245548517
1113.7276083373008,39.719208459942266,-90.561846680968898
1141.550440372499,39.50165137637623,-90.548373585721848
1170.0683346263795,39.284433282815165,-90.535202272214121
1199.2986549491513,39.067546778741374,-90.522327049983517
1229.259198969879,38.850985311385813,-90.509742236382564
1259.9682089330252,38.634743156682354,-90.497442165999459
1291.4443828057101,38.418815402527933,-90.485421199134592
1323.7068856624421,38.20319793449967,-90.473673729315351
1356.7753613542718,37.987887423710426,-90.462194190063258
1390.6699444694482,37.772881316980261,-90.45097706092325
1425.4112725928806,37.55817782909665,-90.440016872578852
1461.0204988718604,37.343775937270792,-90.429308211695158
1497.5193048956955,37.129675377662338,-90.418845724841844
1534.9299138971032,36.915876644022219,-90.408624122156382
1573.2751042833925,36.702380988388875,-90.398638180299614
1612.5782235056831,36.489190423879869,-90.388882745104965
1652.863202274593,36.276307729557068,-90.379352733901058
1694.1545691310732,36.063736457334478,-90.370043137276667
1736.4774653812324,35.851480941084041,-90.360949020654317
1779.8576604042657,35.639546307740169,-90.352065525542329
1824.3215673428024,35.427938490689122,-90.343387870427804
1869.8962591852228,35.216664245254321,-90.33491135162572
1916.6094852497413,35.005731166463569,-90.326631343566689
1964.4896880802894,34.79514770907776,-90.318543299418707
2013.5660207644889,34.584923210019738,-90.310642750912791
2063.8683646842474,34.375067913099514,-90.302925308481349
2115.427347709815,34.165592996297505,-90.295386661106761
2168.2743628483404,33.956510601552324,-90.288022576000714
2222.4415873583075,33.747833867122019,-90.280828898415791
2277.9620023414859,33.539576962643267,-90.273801551159636
2334.8694128243155,33.331755126897086,-90.266936534187408
2393.198468340966,33.12438470833095,-90.260229924491753
2452.9846840305913,32.91748320836944,-90.253677875510917
2514.2644622616317,32.711069327476103,-90.247276617499452
2577.075114796331,32.505163013794522,-90.241022457383238
2641.4548855089488,32.299785514230358,-90.234911779600594
2707.442973671536,32.094959427493983,-90.228941047642195
2775.0795578214074,31.890708758225955,-90.223106806184461
2844.4058202248739,31.687058971062001,-90.217405685895045
2915.4639719521219,31.484037042052062,-90.211834409571637
2988.2972785785018,31.281671503497272,-90.206389804005994
3062.9500865278842,31.079992474794548,-90.201068817907924
3139.4678500741138,30.879031665684963,-90.195868553191374
3217.8971590170113,30.678822325691549,-90.190786318952718
3298.2857670497542,30.479399086182156,-90.185819729445399
3380.6826208349553,30.280797578246357,-90.180966892557336
3465.137889807077,30.083053547695219,-90.176226806255528
3551.7029967193812,29.886200724519941,-90.171600278696644
3640.430648953989,29.690265138926868,-90.167092446629496
3731.3748706141196,29.495246967224414,-90.162721671956035
3824.5910354180487,29.301040078123336,-90.158577104258853
3920.1359004148171,29.106807923104824,-90.154597409665627
4018.0676405422146,28.93160871306495,-90.145052266319183
4118.4458840480665,28.73035337541863,-90.145278758933813
4221.3317487964414,28.540337995676637,-90.141147728060005
4326.7878794808148,28.352465427826882,-90.137312846371458
4434.8784857668961,28.166200376268179,-90.133518114107588
4545.6693813883294,27.981525294573292,-90.129779622795851
4659.22802421907,27.79848824977875,-90.126103780275457
4775.6235573468393,27.61716098515263,-90.122492299947666
4894.9268511726623,27.437627829871456,-90.11894485252347
5017.2105465621353,27.259982081224557,-90.115460126166639
5142.5490990746512,27.084324756146433,-90.112036286729662
5271.0188242976074,26.910764253333621,-90.108671196332281
5402.6979443130867,26.739416425895492,-90.105362523953275
5537.6666353253768,26.570404869848296,-90.102107804124813
5676.0070764783059,26.40386134642678,-90.098904468489565
5817.8034998921221,26.239926301350692,-90.095749863713678
5963.1422419503715,26.078749465796356,-90.092641261241283
6112.1117958680234,25.920490532856896,-90.089575865229037
6264.8028655728285,25.765319908162681,-90.086550821773841
6421.3084209327089,25.613419534519849,-90.083563234872088
6581.7237543628798,25.464983787412621,-90.080610200893119
6746.1465388470479,25.320220428496384,-90.077688881386706
6914.6768874081208,25.179351573871745,-90.074796663086147
7087.4174140645791,25.042614546271594,-90.071931537524279
7264.473296309654,24.910262182782347,-90.069093093117743
7445.952339151333,24.782560942088271,-90.066285610823286
7631.965040752204,24.659778097242231,-90.063530983095433
7822.6246597090976,24.542070452463278,-90.060965402180372
8018.0472840134507,24.436653817389669,-90.052453690055117
8218.3519017345006,24.325600455973731,-90.05435556877957
8423.6604734681914,24.226022823707027,-90.051699967569377
8634.0980065960084,24.133440711598382,-90.048898856839614
8849.792631398921,24.04822464380532,-90.04603636056622
9070.8756790727966,23.970871270960288,-90.043124704448331
9297.4817616927521,23.901940289361896,-90.040161880325684
9529.7488541751645,23.84204972292855,-90.037140907431294
9767.8183782872475,23.79188010657959,-90.034052153896994
10011.835288755279,23.752181689257817,-90.030884061964954
10261.948161524017,23.723783643081852,-90.027623448206
10518.309284221004,23.707605239334818,-90.024255841225994
10781.074748880768,23.704669253687843,-90.020766415389133
11050.404546985399,23.716117970824953,-90.017143150441655
11326.462666879503,23.743231927684874,-90.013389429893337
11609.417193618754,23.787448393881419,-90.009598245260577
11899.440411312738,23.850307164560558,-90.006481705887779
12196.708908024502,23.934183980780467,-89.998702432771296
12501.403683290757,24.040538340489888,-89.994417427055211
12813.710258328161,24.172170729662707,-89.98919237696667
13133.818788992512,24.33195534145726,-89.983357296825602
13461.924181560084,24.523287951587143,-89.976875890220313
13798.226211401359,24.750205306056539,-89.969637978404378
14142.929644619329,25.017557486246503,-89.961485309901832
14496.244362726517,25.331246998205181,-89.952206661677494
14858.385490436767,25.698565605372146,-89.941523909515865
15229.573526649505,26.128684849183777,-89.929080500543535
