"Frequency / Hz","L1:Inductor current","L1:Inductor current"
10,49.525324590316295,-3.5952743583893825
10.233717986325198,49.524517228625129,-3.6790742276541812
10.472898382363585,49.523671850311217,-3.7648163287294985
10.717668854455029,49.52278666097164,-3.8525448968581375
10.968160052731379,49.521859806543986,-3.9423051106274394
11.224505680853065,49.52088933881511,-4.0341431142345705
11.486842567375536,49.519873208821295,-4.1281060418361903
11.755310738783693,49.518809282043669,-4.2242420234411746
12.030053494233242,49.517695317912917,-4.3226002093281695
12.311217482038902,49.516528982837507,-4.4232307774471566
12.598952777950272,49.515307830781765,-4.5261849540679169
12.89341296525715,49.514029296327067,-4.6315150370788158
13.19475521676706,49.512690699063818,-4.7392743967545101
13.503140378698729,49.511289248628316,-4.8495174971527764
13.818733056536322,49.509822009103942,-4.9622999163255574
14.14170170289024,49.508285913610123,-5.0776783592561641
14.472218707411344,49.506677758769499,-5.1957106631228331
14.810460488806754,49.504994189964087,-5.3164558221101856
15.156607589006027,49.503231711058234,-5.4399739896738737
15.510844769528406,49.501386647011572,-5.5663265063198217
15.873361110102095,49.499455173745872,-5.6955758898706605
16.24435010958867,49.497433278197953,-5.8277858696725238
16.624009789266125,49.495316779074329,-5.9630213770335816
17.012542798525892,49.493101296842767,-6.1013485669371752
17.410156523040161,49.490782255160759,-6.242834820675319
17.817063195457308,49.488354877070371,-6.3875487488383476
18.233480008684413,49.48581416043335,-6.5355602108304751
18.659629231817458,49.48315488641871,-6.6869403007667314
19.095738328780975,49.480371600076076,-6.8417613632222567
19.542040079740534,49.477458607806085,-7.0000969865393534
19.998772705352859,49.474409953149532,-7.1620220070716041
20.466179993919898,49.4712194208075,-7.3276125038976172
20.944511431514698,49.467880520932241,-7.4969457911766941
21.434022335148569,49.464386475808851,-7.670100414620233
21.93497398905059,49.460730211503332,-7.8471561400704761
22.44763378413224,49.456904340564272,-8.0281939410043446
22.972275360711524,49.452901156273612,-8.2132959815732125
23.509178754572869,49.448712614531658,-8.4025456015740687
24.058630546440657,49.444330328359605,-8.596027286328443
24.620924014946254,49.439745540347147,-8.7938266521489652
25.196359293170147,49.43494912470149,-8.99603040672039
25.785243528842738,49.429931562336328,-9.2027263232780356
26.387891048289333,49.424682929410992,-9.4140031993245472
27.004623524206821,49.41919288440787,-9.6299508107537157
27.635770147361601,49.413450650627453,-9.8506598694761749
28.281667802300323,49.407444998222296,-10.076221972358478
28.942661247167518,49.401164234929979,-10.306729532417817
29.619103297725534,49.394596182200814,-10.542275726945485
30.311355015675794,49.387728164807676,-10.782954417453603
31.019785901380967,49.380546989637082,-11.028860080096923
31.744774091091934,49.373038931190464,-11.280087716992748
32.486706558783744,49.365189713791594,-11.536732765155392
33.245979322709417,49.356984495672094,-11.798890996621564
34.022997656780682,49.348407848157557,-12.066658415865913
34.818176306889661,49.339443740859473,-12.340131140477215
35.631939712285842,49.330075525510104,-12.619405275658861
36.464722232127485,49.320285913352038,-12.904576784596314
37.316968377327534,49.31005696557159,-13.195741339598564
38.189133047818544,49.299370068865862,-13.492994175840913
39.081681775362661,49.288205924838671,-13.79642992037037
39.995090972036657,49.276544528860235,-14.106142424376571
40.929848184524403,49.26436515778753,-14.422224574079394
41.886452354352713,49.251646354602499,-14.744768092225797
42.86541408420927,49.23836591011888,-15.073863336621665
43.867255910484985,49.224500855375268,-15.409599071249721
44.89251258218605,49.210027444668199,-15.75206224145812
45.941731346364762,49.194921144025784,-16.101337724392447
47.015472240221321,49.17915662399971,-16.457508075415301
48.114308390032598,49.162707748722795,-16.820653255195804
49.238826317067392,49.145547567563383,-17.190850350836616
50.389626250651503,49.127648313032125,-17.568173278641815
51.56732244854966,49.108981393036672,-17.952692481242753
52.772543524835378,49.08951739274643,-18.344474605349884
54.005932785423738,49.069226074364003,-18.743582171858296
55.268148571446034,49.048076379511159,-19.150073237987982
56.559864610650081,49.026036436572625,-19.5640010389472
57.881770377012742,49.003073569100422,-19.985413632530364
59.234571458758062,48.979154308998581,-20.414353520718251
60.618989934975723,48.954244409983247,-20.850857276531404
62.035764761042749,48.92830886852969,-21.294955153974577
63.485652163052166,48.901311946071033,-21.746670695334458
64.969426041461247,48.87321719617978,-22.206020335472608
66.487878384172632,48.843987495041972,-22.6730130013452
68.041819689271009,48.813585076921164,-23.147649712474887
69.632079397638833,48.781971574281535,-23.629923180647136
71.259506335684108,48.749108062329967,-24.119817411822599
72.924969168414449,48.71495510832294,-24.617307316062028
74.629356863101378,48.67947282572316,-25.122358323756348
76.373579163780235,48.642620933618886,-25.634926011885174
78.15856707684091,48.604358820856504,-26.154955743654018
79.985273367967125,48.564645615818137,-26.682382324440773
81.854673070690296,48.523440260225584,-27.217129677077697
83.767764006829196,48.480701589590268,-27.759110536590441
85.725567319093244,48.436388416204778,-28.308226175368912
87.7291280161336,48.390459619374596,-28.864366151435938
89.779515530333228,48.342874238268919,-29.42740809257587
91.877824288633349,48.293591570331806,-29.997217512135535
94.025174296701323,48.242571272473754,-30.573647666422392
96.222711736751393,48.189773467549848,-31.156539449533671
98.471609579337738,48.135158851952625,-31.745721337051481
100.77306820944618,48.078688807542491,-32.341009373275746
103.12831606721848,48.020325515733319,-32.942207208056416
105.53861030365231,47.960032072238164,-33.549106188030514
108.00523745162529,47.897772603265821,-34.161485501153223
110.52951411260221,47.833512382923438,-34.779112373945388
113.11278765939214,47.767217949280401,-35.401742328798456
115.75643695533036,47.698857219335558,-36.02911949949219
118.46187309026836,47.628399603186054,-36.660977000954688
121.23054013376529,47.555816114321075,-37.297037361124552
124.06391590588318,47.481079477654895,-37.937013007537502
126.96351276599728,47.404164232364167,-38.580606810364742
129.93087842004158,47.325046830570869,-39.227512681880675
132.96759674662127,47.243705729602311,-39.87741622523022
136.07528864243332,47.160121478303125,-40.529995434365226
139.25561288744635,47.074276796013486,-41.184921438874149
142.51026703029993,46.986156643192686,-41.841859292597931
145.84098829439864,46.895748284361993,-42.500468797954227
149.24955450518291,46.803041341491934,-43.160405364394144
152.73778503907141,46.708027838006608,-43.821320895862279
156.30754179458174,46.610702233199966,-44.482864698434867
159.96073018614879,46.51106144606625,-45.144684406342193
163.69930016117019,46.409104869146915,-45.806426918208786
167.52524724082156,46.304834371493399,-46.467739339293026
171.44061358519721,46.198254291488858,-47.128269919885078
175.44748908334597,46.089371418852494,-47.787668988545491
179.54801246878304,45.978194966609429,-48.445589871162021
183.74437246107266,45.864736532817162,-49.101689790653332
188.03880893409166,45.749010052839452,-49.755630741216088
192.43361411159802,45.63103174204489,-50.407080333229878
196.93113379074217,45.510820029849341,-51.055712603711065
201.53376859417332,45.388395485828958,-51.701208783758133
206.24397525140927,45.26378073774741,-52.343258025775413
211.06426791015548,45.137000383102929,-52.981558081651436
215.99721947827172,45.008080894381919,-53.615815929534648
221.04546299710216,44.87705051882223,-54.245748349360142
226.21169304690264,44.743939173750924,-54.871082440594691
231.49866718511609,44.608778337775888,-55.491556086603566
236.90920741826321,44.47160093932019,-56.106918357236005
242.44620170823282,44.332441242625997,-56.716929857337519
248.11260551377703,44.191334732361163,-57.321363014415411
253.9114433680347,44.048317997513855,-57.920002310656756
259.84581049292473,43.903428615285662,-58.512644457614307
265.91887445126935,43.756705035732992,-59.099098515777001
272.13387683753086,43.6081864675661,-59.679185962477931
278.4941350080644,43.457912766048253,-60.252740707014709
285.00304385181084,43.305924323287677,-60.81960905845002
291.6640776023707,43.1522619615696,-61.379649646874554
298.48079169243272,42.996966830006983,-61.932733302146978
305.45682465154317,42.840080305127032,-62.478742892294747
312.59590004822809,42.681643895501097,-63.017573125728354
319.90182847750674,42.521699150894079,-63.54913031866495
327.37850959485769,42.360287575970489,-64.073332133579669
335.02993419772298,42.197450548983532,-64.590107289483285
342.86018635565864,42.03322924527604,-65.099395249093348
350.8734455902715,41.867664565958378,-65.601145884461985
359.0739891061055,41.700797071645191,-66.095319125609592
367.46619407366882,41.532666921265275,-66.581884594061847
376.05453996581718,41.363313815993052,-67.060821224845128
384.84361094874328,41.192776948175791,-67.53211687869549
393.8380983288489,41.021094955147753,-67.995767948445902
403.04280305680504,40.848305877904593,-68.451778959922663
412.4626382901352,40.674447124345718,-68.900162172354527
422.10263201569029,40.49955543713417,-69.340937177333004
431.96792973341735,40.323666865758518,-69.77413050039533
442.06379720285298,40.146816742866903,-70.199775205661794
452.39562325380535,39.969039664429381,-70.617910505962016
462.96892266272675,39.790369473755774,-71.028581379042635
473.78933909631439,39.610839248952566,-71.43183819141214
484.86264812390783,39.430481293812612,-71.827736330939445
496.19476030029028,39.249327131768254,-72.216335848946969
507.79172432054037,39.067407502772809,-72.597701112555129
519.65973024861967,38.884752362919087,-72.971900467602936
531.8051128214197,38.701390886529019,-73.339005914239991
544.23435483002663,38.517351470642552,-73.699092792611566
556.9540905800136,38.332661741541351,-74.052239481919429
569.97110943260759,38.147348563304377,-74.398527111764551
583.29235942862056,37.961438048100533,-74.738039285096477
596.92495099707401,37.774955568129997,-75.070861814389133
610.87616075050391,37.587925768960503,-75.397082470108288
625.15343536897115,37.400372584252835,-75.716790741545665
639.76439557484298,37.21231925161424,-76.030077609665696
654.71684020047428,37.023788329464928,-76.337035332066165
670.01875035095907,36.834801714918022,-76.637757240043697
685.67829366417379,36.645380662365497,-76.932337546669871
701.7038286703829,36.455545802844057,-77.220871166264502
718.10390925373565,36.265317163961875,-77.50345354500557
734.88728921803875,36.074714190386423,-77.780180501713332
752.06292695924071,35.883755764766299,-78.051148078992355
769.63999024711586,35.692460229020313,-78.316452404317829
787.62786111870628,35.500845405928366,-78.576189560369116
806.03614088613449,35.308928621022169,-78.830455464284896
824.87465526145809,35.11672672464497,-79.079345756214821
844.15345960129844,34.924256114143567,-79.322955695253285
863.8828442740454,34.731532756275804,-79.561380064160858
884.07334015250626,34.538572209624284,-79.794713080912629
904.73572423492931,34.34538964710589,-80.023048317997294
925.88102539739543,34.15199987854529,-80.246478628027106
947.52053028065473,33.958417373251756,-80.465096076081565
969.66578931455206,33.764656282638803,-80.678991877965004
992.32862288325452,33.57073046283557,-80.888256344509813
1015.5211276345681,33.376653497305504,-81.092978830881933
1039.2556829367131,33.182438719488196,-81.293247691502501
1063.5449574860113,32.988099235463253,-81.489150239150348
1088.4019160690066,32.793647946585828,-81.68077270942409
1113.8398264826194,32.599097572227009,-81.86820022865021
1139.8722666160525,32.40446067249173,-82.051516786281809
1166.513131698196,32.209749671041685,-82.230805210741551
1193.7766417144369,32.014976878003331,-82.406147148947454
1221.6773489967918,31.820154512953742,-82.577623048946293
1250.2301459914561,31.62529472804243,-82.745312145575653
1279.4502732078734,31.430409631321666,-82.909292449035249
1309.3533273536109,31.235511310191772,-83.06964073602191
1339.9552696593385,31.040611855138781,-83.226432543272907
1371.2724343984009,30.84572338366074,-83.379742163291439
1403.3215376054848,30.650858064550079,-83.529642642351789
1436.1196859990787,30.456028142489771,-83.676205780229068
1469.684386112446,30.261245963004406,-83.819502131785413
1504.0335536380253,30.066523997880491,-83.959601010086132
1539.1855229902053,29.871874871005694,-84.096570491221598
1575.1590570916228,29.677311384763403,-84.230477420274212
1611.9733573881572,29.482846546998797,-84.361387418586403
1649.6480740980207,29.288493598599491,-84.489364892264092
1688.2033167003628,29.094266041762236,-84.614473041620258
1727.6596646690364,28.900177669013875,-84.736773871519048
1768.0381784572087,28.706242593067657,-84.856328202776908
1809.3604107387166,28.512475277521364,-84.973195684017853
1851.648417912156,28.318890568520221,-85.08743480447373
1894.9247718738216,28.125503727473294,-85.19910290719757
1939.212572065831,27.932330464847105,-85.308256203043058
1984.5354578058032,27.739386975180011,-85.414949784846698
2030.9176209047369,27.546689973338651,-85.51923764216194
2078.3838185797572,27.354256732192578,-85.621172676498944
2126.9593866686919,27.162105121725943,-85.72080671645881
2176.6702531534593,26.97025364976907,-85.818190533751732
2227.5429519995587,26.778721504365347,-85.913373858736875
2279.6046373189797,26.587528598004319,-86.006405396630427
2332.8830978641581,26.396695613728376,-86.097332843696094
2387.406771860647,26.206244053379109,-86.186202903449853
2443.2047621864895,26.016196287971912,-86.273061303158201
2500.306851906324,25.826575610484642,-86.357952810067047
2558.7435201685889,25.637406291148782,-86.440921247947699
2618.5459584742325,25.448713635435453,-86.522009513483937
2679.7460873256923,25.260524044913112,-86.601259592551642
2742.3765732649495,25.072865081193658,-86.678712576691666
2806.4708463098386,24.885765533130527,-86.754408679178141
2872.063117797828,24.699255487578966,-86.828387251313487
2939.1883986468874,24.513366403874972,-86.900686798370103
3007.882518043099,24.328131192347566,-86.971344995677498
3078.1821425650801,24.14358429712621,-87.040398704202588
3150.1247957553278,23.959761783587119,-87.107883986411423
3223.7488781490301,23.776701430698559,-87.173836121677482
3299.0936877709391,23.594442828692536,-87.238289621609383
3376.1994411113401,23.41302748244161,-87.301278245351611
3455.1072945922183,23.23249892091459,-87.362835014421989
3535.8593665351796,23.052902813227544,-87.422992227705976
3618.4987596427463,22.874287091797324,-87.481781476042784
3703.0695840051412,22.696702083080819,-87.539233656680352
3789.6169806447197,22.520200646590411,-87.59537898759784
3878.1871456107237,22.344838322779914,-87.650247021593714
3968.8273546371661,22.170673490599206,-87.703866660181063
4061.5859883769795,21.997767535437347,-87.756266167440899
4156.5125582259925,21.826185028454532,-87.807473183470933
4253.6577327503874,21.655993918178954,-87.857514737846785
4353.0733647318921,21.487265735570421,-87.906417262849928
4454.8125188449885,21.320075813763765,-87.954206606628773
4558.9294999810636,21.154503523807694,-88.000908046070478
4665.4798822344728,20.990632528109579,-88.046546299775116
4774.5205385661311,20.828551053219901,-88.091145540738339
4886.1096711603259,20.668352184042455,-88.134729409191493
5000.3068424910953,20.510134181818131,-88.177321025218646
5117.1730071146048,20.354000828513783,-88.218943001586837
5236.7705442046554,20.200061800750795,-88.259617456599415
5359.1632908485144,20.048433076948502,-88.299366027317063
5484.4165761210206,19.899237381978718,-88.338209882863495
5612.5972559549718,19.752604674588422,-88.376169738513255
5743.7737488265866,19.608672683861748,-88.41326587034456
5878.0160722749115,19.467587502495846,-88.449518131043988
6015.3958802748384,19.329504246599065,-88.484945967405892
6155.9865014835077,19.194587794410165,-88.519568439487941
6299.8629783806937,19.063013619918031,-88.553404243467696
6447.1021073238699,18.934968742680628,-88.586471738651213
6597.78247953954,18.810652822652575,-88.618788980782526
6751.9845230725014,18.690279440198548,-88.650373765392644
6909.7905457156448,18.574077618543853,-88.681243685008624
7071.2847789429961,18.462293673249256,-88.711416208596702
7236.553422869657,18.355193516990543,-88.740908796489435
7405.6846922624345,18.25306562145256,-88.769739070479545
7578.76886362593,18.15622496571287,-88.79792507932963
7755.8983233890012,18.065018531083773,-88.825485728843248
7937.1676172175512,17.979833338436592,-88.852441510314236
8122.6735004797201,17.901108894581984,-88.878815804069319
8312.5149898906311,17.829357760146188,-88.90463735534324
8506.7934163641621,17.765202167019506,-88.929945336398347
8705.6124790998656,17.709445143811305,-88.954800682358623
8909.078300934143,17.663224067583435,-88.979314608585611
9117.2994849849219,17.628390149873422,-89.003732446123919
9330.3871726203706,17.608638336303414,-89.028740759318069
9548.4551027822927,17.613988015210364,-89.057044430402854
9771.6196726961807,17.691381693219782,-89.107898603755402
